,Unnamed: 0.2,Unnamed: 0.1,RF_pred,RF_accuracy,RF_prob,SVC_pred,SVC_accuracy,SVC_prob,XGB_pred,XGB_accuracy,XGB_prob,ANN_pred,ANN_accuracy,ANN_prob,LGBM_pred,LGBM_accuracy,LGBM_prob,y,kNN_pred,kNN_accuracy,kNN_prob,LSTM_price_accuracy,LogReg_pred,LogReg_accuracy,LogReg_prob,RNN_pred,RNN_accuracy,RNN_prob
18,18,18,1,0.5236294896030246,0.5273235017906069,1,0.558601134215501,0.5374520513730987,1,0.5330812854442344,0.5362659,0,0.441398865784499,0.46830896,0,0.5293005671077504,0.4948793137127618,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5792803921964627,1,0.552930056710775,0.524364
19,19,19,1,0.5236294896030246,0.5325994699744699,1,0.558601134215501,0.5386406478476016,1,0.5330812854442344,0.5158286,0,0.441398865784499,0.46517184,0,0.5293005671077504,0.4969491326761313,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5936430434813573,1,0.552930056710775,0.51338494
20,20,20,1,0.5236294896030246,0.5625239210394011,1,0.558601134215501,0.5403194508411231,1,0.5330812854442344,0.6176485,0,0.441398865784499,0.46535757,1,0.5293005671077504,0.5381931678280095,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5815170089736236,1,0.552930056710775,0.5649982
21,21,21,1,0.5236294896030246,0.553465521406698,1,0.558601134215501,0.5376913613653589,1,0.5330812854442344,0.58449554,0,0.441398865784499,0.464505,1,0.5293005671077504,0.5363936847686668,0,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5712530545119515,1,0.552930056710775,0.56550395
22,22,22,1,0.5236294896030246,0.5638519296321154,1,0.558601134215501,0.5369022799785396,1,0.5330812854442344,0.58449554,0,0.441398865784499,0.464505,1,0.5293005671077504,0.5363936847686668,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5653319096670248,1,0.552930056710775,0.56469035
23,23,23,1,0.5236294896030246,0.5503492713426925,1,0.558601134215501,0.5393591274106054,1,0.5330812854442344,0.58752614,0,0.441398865784499,0.46493712,1,0.5293005671077504,0.5369980770785362,0,1,0.4829867674858223,1.0,0.6247637051039697,1,0.5274102079395085,0.5574093935565074,1,0.552930056710775,0.56225675
24,24,24,1,0.5236294896030246,0.5435935037185036,1,0.558601134215501,0.5379339052516717,1,0.5330812854442344,0.52048093,0,0.441398865784499,0.46538252,0,0.5293005671077504,0.4903425823591282,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5520880448121431,1,0.552930056710775,0.5248395
25,25,25,0,0.5236294896030246,0.4882191419691419,1,0.558601134215501,0.5382593731243852,1,0.5330812854442344,0.5260176,0,0.441398865784499,0.46723494,0,0.5293005671077504,0.4956740477548771,1,1,0.4829867674858223,1.0,0.6247637051039697,1,0.5274102079395085,0.5505310810459113,1,0.552930056710775,0.523978
26,26,26,1,0.5236294896030246,0.5659989299915771,1,0.558601134215501,0.537212448292732,1,0.5330812854442344,0.544028,0,0.441398865784499,0.46463498,1,0.5293005671077504,0.5068080341470228,1,1,0.4829867674858223,1.0,0.6247637051039697,1,0.5274102079395085,0.5470055740456051,1,0.552930056710775,0.5598965
27,27,27,1,0.5236294896030246,0.7110730935730933,1,0.558601134215501,0.5357146138271691,1,0.5330812854442344,0.58894676,0,0.441398865784499,0.464505,1,0.5293005671077504,0.5389271862425524,0,1,0.4829867674858223,1.0,0.6247637051039697,1,0.5274102079395085,0.5368996951366372,1,0.552930056710775,0.56611997
28,28,28,1,0.5236294896030246,0.6544813397386926,1,0.558601134215501,0.535595378007355,1,0.5330812854442344,0.5740838,0,0.441398865784499,0.464505,1,0.5293005671077504,0.5389271862425524,0,1,0.4829867674858223,1.0,0.6247637051039697,1,0.5274102079395085,0.5271669394282286,1,0.552930056710775,0.5611219
29,29,29,1,0.5236294896030246,0.5873827093958673,1,0.558601134215501,0.5390028795929497,1,0.5330812854442344,0.50345534,0,0.441398865784499,0.46695003,1,0.5293005671077504,0.5108725786667025,0,0,0.4829867674858223,0.0,0.6247637051039697,1,0.5274102079395085,0.5276992619247336,1,0.552930056710775,0.5317544
30,30,30,1,0.5236294896030246,0.5625472525840174,1,0.558601134215501,0.5367889943074279,1,0.5330812854442344,0.5383016,0,0.441398865784499,0.46478555,1,0.5293005671077504,0.5036291053031573,1,0,0.4829867674858223,0.5,0.6247637051039697,1,0.5274102079395085,0.5200637972306349,1,0.552930056710775,0.49514216
