,Unnamed: 0,LogReg_pred,LogReg_accuracy,LogReg_prob,LGBM_pred,LGBM_accuracy,LGBM_prob,y,kNN_pred,kNN_accuracy,kNN_prob,ANN_pred,ANN_accuracy,ANN_prob,RF_pred,RF_accuracy,RF_prob,SVC_pred,SVC_accuracy,SVC_prob,LSTM_price_accuracy
96,96,1,0.4878504672897196,0.5255274228365714,1,0.4897196261682243,0.5191692109724538,1,1,0.508411214953271,1.0,0,0.4831775700934579,0.4968257,1,0.525233644859813,0.6291157453657452,1,0.4925233644859813,0.5196526750004729,0.8570093457943925
97,97,1,0.4878504672897196,0.5385913845936602,1,0.4897196261682243,0.5282776354499492,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.51792794,1,0.525233644859813,0.7653855229737583,1,0.4925233644859813,0.5208318815868116,0.8570093457943925
98,98,1,0.4878504672897196,0.5358318325374469,1,0.4897196261682243,0.5037693093599208,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.50424516,1,0.525233644859813,0.5516151694882343,1,0.4925233644859813,0.5210660701442187,0.8570093457943925
99,99,1,0.4878504672897196,0.5244215974949343,1,0.4897196261682243,0.52027588438275,0,1,0.508411214953271,1.0,0,0.4831775700934579,0.49247527,1,0.525233644859813,0.7119730971642734,1,0.4925233644859813,0.5199983059891902,0.8570093457943925
100,100,1,0.4878504672897196,0.5312268161917738,0,0.4897196261682243,0.4911624354487806,0,1,0.508411214953271,1.0,1,0.4831775700934579,0.50767666,1,0.525233644859813,0.640586409505527,1,0.4925233644859813,0.520434239423283,0.8570093457943925
101,101,1,0.4878504672897196,0.526521429017594,1,0.4897196261682243,0.5185426243842076,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5022094,1,0.525233644859813,0.5552985739750445,1,0.4925233644859813,0.5202745517229214,0.8570093457943925
102,102,0,0.4878504672897196,0.4836743337665618,0,0.4897196261682243,0.4904160900817532,1,1,0.508411214953271,1.0,1,0.4831775700934579,0.5356479,0,0.525233644859813,0.378164085914086,0,0.4925233644859813,0.5152498407886235,0.8570093457943925
103,103,0,0.4878504672897196,0.4977617860499749,1,0.4897196261682243,0.5126229309362249,0,1,0.508411214953271,1.0,1,0.4831775700934579,0.5130328,1,0.525233644859813,0.5935131249469485,1,0.4925233644859813,0.5169310657977289,0.8570093457943925
104,104,0,0.4878504672897196,0.4884123162480945,1,0.4897196261682243,0.5163710108040276,0,0,0.508411214953271,0.0,1,0.4831775700934579,0.52121407,0,0.525233644859813,0.3833357892107891,0,0.4925233644859813,0.515798351384838,0.8570093457943925
105,105,0,0.4878504672897196,0.4850574847635782,1,0.4897196261682243,0.5126229309362249,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5168935,1,0.525233644859813,0.5542577145077145,0,0.4925233644859813,0.5156040974985848,0.8570093457943925
106,106,1,0.4878504672897196,0.5157363543837198,0,0.4897196261682243,0.4820375926706677,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5023079,0,0.525233644859813,0.3559956807897985,1,0.4925233644859813,0.5177950443505754,0.8570093457943925
107,107,0,0.4878504672897196,0.4942466618429246,1,0.4897196261682243,0.5025063367895811,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.500331,0,0.525233644859813,0.4896445915195915,1,0.4925233644859813,0.5168958517288809,0.8570093457943925
108,108,1,0.4878504672897196,0.5400673417825367,1,0.4897196261682243,0.5254774454096551,1,0,0.508411214953271,0.0,1,0.4831775700934579,0.53556085,1,0.525233644859813,0.654719905094905,1,0.4925233644859813,0.5203398750708016,0.8570093457943925
109,109,1,0.4878504672897196,0.5531337773293308,1,0.4897196261682243,0.5418141671305208,1,1,0.508411214953271,1.0,1,0.4831775700934579,0.54719204,1,0.525233644859813,0.5673644100997041,1,0.4925233644859813,0.5221107886307095,0.8570093457943925
110,110,1,0.4878504672897196,0.5339595084513267,1,0.4897196261682243,0.5214723261477344,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.53640115,1,0.525233644859813,0.5035883310016438,1,0.4925233644859813,0.520928352288742,0.8570093457943925
111,111,1,0.4878504672897196,0.557553264060227,1,0.4897196261682243,0.5214723261477344,0,1,0.508411214953271,1.0,1,0.4831775700934579,0.5454077,1,0.525233644859813,0.5613426287764525,1,0.4925233644859813,0.5231428137125219,0.8570093457943925
112,112,1,0.4878504672897196,0.5464853904274818,1,0.4897196261682243,0.5216503934095665,0,1,0.508411214953271,1.0,1,0.4831775700934579,0.5323184,1,0.525233644859813,0.6166549422799423,1,0.4925233644859813,0.5225876489265838,0.8570093457943925
113,113,1,0.4878504672897196,0.5505067519862169,1,0.4897196261682243,0.5419032882739392,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5273353,0,0.525233644859813,0.4167701070858964,1,0.4925233644859813,0.5233719720479177,0.8570093457943925
114,114,1,0.4878504672897196,0.5509554070194357,1,0.4897196261682243,0.5173145184030251,1,0,0.508411214953271,0.0,0,0.4831775700934579,0.49792132,0,0.525233644859813,0.3326489246048069,1,0.4925233644859813,0.5232973650242033,0.8570093457943925
115,115,1,0.4878504672897196,0.5249287533325683,1,0.4897196261682243,0.5148173730216332,1,0,0.508411214953271,0.0,0,0.4831775700934579,0.49167868,1,0.525233644859813,0.595333361083361,1,0.4925233644859813,0.521070297491206,0.8570093457943925
116,116,1,0.4878504672897196,0.5246594028306425,0,0.4897196261682243,0.4984504019521503,1,0,0.508411214953271,0.5,0,0.4831775700934579,0.49479586,0,0.525233644859813,0.3954669080919082,1,0.4925233644859813,0.5206542846295086,0.8570093457943925
117,117,1,0.4878504672897196,0.5354105028564885,1,0.4897196261682243,0.5158529428056716,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.50140417,1,0.525233644859813,0.5718878349892283,1,0.4925233644859813,0.5210151597377625,0.8570093457943925
118,118,1,0.4878504672897196,0.5465718336677551,1,0.4897196261682243,0.5177296563937818,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5103133,1,0.525233644859813,0.5828792873792874,1,0.4925233644859813,0.5209346628988493,0.8570093457943925
119,119,1,0.4878504672897196,0.5093910210967383,1,0.4897196261682243,0.5177296563937818,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5200585,1,0.525233644859813,0.6540002693385047,1,0.4925233644859813,0.5174120809201989,0.8570093457943925
120,120,1,0.4878504672897196,0.5171407152436189,1,0.4897196261682243,0.5177296563937818,0,1,0.508411214953271,1.0,1,0.4831775700934579,0.52259785,1,0.525233644859813,0.7248421913054264,1,0.4925233644859813,0.5177268845298272,0.8570093457943925
121,121,0,0.4878504672897196,0.4916275999557657,0,0.4897196261682243,0.4904160900817532,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5380981,1,0.525233644859813,0.5250914249149544,0,0.4925233644859813,0.5150548728297025,0.8570093457943925
122,122,1,0.4878504672897196,0.5004659275543044,0,0.4897196261682243,0.4904160900817532,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5362505,1,0.525233644859813,0.5584846485214133,0,0.4925233644859813,0.5155433972268008,0.8570093457943925
123,123,1,0.4878504672897196,0.5062227987616086,0,0.4897196261682243,0.4904160900817532,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5402446,1,0.525233644859813,0.5192664582149876,0,0.4925233644859813,0.5157493855333314,0.8570093457943925
124,124,0,0.4878504672897196,0.4683154874675123,1,0.4897196261682243,0.5067325226833006,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.51916,0,0.525233644859813,0.4553210680358514,0,0.4925233644859813,0.513755816988492,0.8570093457943925
125,125,1,0.4878504672897196,0.5170332772119581,0,0.4897196261682243,0.4897248993949882,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5179749,0,0.525233644859813,0.442503073723662,1,0.4925233644859813,0.5170635528586571,0.8570093457943925
126,126,0,0.4878504672897196,0.4749196550062074,0,0.4897196261682243,0.4897248993949882,0,0,0.508411214953271,0.5,1,0.4831775700934579,0.5105815,0,0.525233644859813,0.4509472741310976,0,0.4925233644859813,0.514015149149687,0.8570093457943925
127,127,1,0.4878504672897196,0.5158158537314199,0,0.4897196261682243,0.4902110837146851,1,1,0.508411214953271,1.0,1,0.4831775700934579,0.5171661,1,0.525233644859813,0.6175913253413252,1,0.4925233644859813,0.516883878820723,0.8570093457943925
128,128,0,0.4878504672897196,0.4516063215833633,0,0.4897196261682243,0.4804504666386608,1,1,0.508411214953271,1.0,1,0.4831775700934579,0.5061482,0,0.525233644859813,0.449388653013653,0,0.4925233644859813,0.5130846242698901,0.8570093457943925
129,129,0,0.4878504672897196,0.4966747074004505,1,0.4897196261682243,0.5259172319525055,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.53107285,1,0.525233644859813,0.5529306723977778,1,0.4925233644859813,0.5167185573777443,0.8570093457943925
130,130,1,0.4878504672897196,0.5025498388247763,1,0.4897196261682243,0.5264013607770824,1,0,0.508411214953271,0.0,1,0.4831775700934579,0.5406888,0,0.525233644859813,0.4540627101656514,1,0.4925233644859813,0.5181169037426673,0.8570093457943925
131,131,1,0.4878504672897196,0.5253503204002138,1,0.4897196261682243,0.5264013607770824,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5554746,1,0.525233644859813,0.5609690538219949,1,0.4925233644859813,0.5199623644424791,0.8570093457943925
132,132,1,0.4878504672897196,0.5050605046199821,1,0.4897196261682243,0.5213129961707988,1,0,0.508411214953271,0.5,1,0.4831775700934579,0.5365353,1,0.525233644859813,0.5801912461033978,1,0.4925233644859813,0.5189128584277973,0.8570093457943925
133,133,1,0.4878504672897196,0.5305670531190171,1,0.4897196261682243,0.5213129961707988,0,0,0.508411214953271,0.0,1,0.4831775700934579,0.55470306,0,0.525233644859813,0.459089485677721,1,0.4925233644859813,0.5214681577056118,0.8570093457943925
